datetime,portfolio_value,cash,positions,return
2025-02-27 09:30:00-05:00,-51193.456115722656,-100732.00408935547,"[{'asset': SPY, 'quantity': 83.0}]",-0.00148934771841569
2025-02-28 09:30:00-05:00,-52130.52429199219,-100732.00408935547,"[{'asset': SPY, 'quantity': 83.0}]",0.018304452314203745
2025-03-01 09:30:00-05:00,-52130.52429199219,-100732.00408935547,"[{'asset': SPY, 'quantity': 83.0}]",0.0
2025-03-01 09:29:00-05:00,-52130.52429199219,-100732.00408935547,"[{'asset': SPY, 'quantity': 83.0}]",0.0
2025-03-03 08:30:00-05:00,-51249.064697265625,-100732.00408935547,"[{'asset': SPY, 'quantity': 83.0}]",-0.016908703810254333
2025-03-03 09:30:00-05:00,-51249.064697265625,-100732.00408935547,"[{'asset': SPY, 'quantity': 83.0}]",0.0
2025-03-03 09:30:00-05:00,-51249.064697265625,-100732.00408935547,"[{'asset': SPY, 'quantity': 83.0}]",0.0
2025-03-04 09:30:00-05:00,-52616.072265625,-100732.00408935547,"[{'asset': SPY, 'quantity': 83.0}]",0.026673805198874412
2025-03-05 09:30:00-05:00,-52866.73388671875,-100732.00408935547,"[{'asset': SPY, 'quantity': 83.0}]",0.00476397439604237
2025-03-06 09:30:00-05:00,-52967.16571044922,-100732.00408935547,"[{'asset': SPY, 'quantity': 83.0}]",0.0018997168227883332
2025-03-07 09:30:00-05:00,-53347.30206298828,-100732.00408935547,"[{'asset': SPY, 'quantity': 83.0}]",0.0071768301633716725
2025-03-08 09:30:00-05:00,-100732.00408935547,-100732.00408935547,[],0.888230523268432
2025-03-08 09:29:00-05:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-10 08:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-10 09:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-10 09:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-11 09:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-12 09:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-13 09:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-14 09:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-15 09:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-15 09:29:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-17 08:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-17 09:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-17 09:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-18 09:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-19 09:30:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-20 15:59:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
2025-03-20 16:00:00-04:00,-100732.00408935547,-100732.00408935547,[],0.0
